"Symbol","Name","IPOyear","Sector","Industry"
"RSOL","Real Goods Solar, Inc.","2008","Basic Industries","Engineering & Construction"
"RNWK","RealNetworks, Inc.","1997","Technology","EDP Services"
"RP","RealPage, Inc.","1983","Technology","Computer Software: Prepackaged Software"
"RCPT","Receptos, Inc.","n/a","Health Care","Major Pharmaceuticals"
"RCON","Recon Technology, Ltd.","2009","Energy","Oilfield Services/Equipment"
"RECV","Recovery Energy, Inc.","n/a","Energy","Oil & Gas Production"
"RRGB","Red Robin Gourmet Burgers, Inc.","2002","Consumer Services","Restaurants"
"RDHL","Redhill Biopharma Ltd.","n/a","Health Care","Major Pharmaceuticals"
"REDF","Rediff.com India Limited","n/a","Consumer Services","Newspapers/Magazines"
"RGDO","Regado BioSciences, Inc.","n/a","n/a","n/a"
"REGN","Regeneron Pharmaceuticals, Inc.","1991","Health Care","Major Pharmaceuticals"
"RGLS","Regulus Therapeutics Inc.","n/a","Health Care","Major Pharmaceuticals"
"REIS","Reis, Inc","n/a","Miscellaneous","Business Services"
"RELV","Reliv&#39; International, Inc.","n/a","Health Care","Major Pharmaceuticals"
"MARK","Remark Media, Inc.","n/a","Consumer Services","Telecommunications Equipment"
"REMY","Remy International, Inc.","n/a","Capital Goods","Auto Parts:O.E.M."
"RNST","Renasant Corporation","n/a","Finance","Major Banks"
"REGI","Renewable Energy Group, Inc.","1985","Basic Industries","Major Chemicals"
"RCII","Rent-A-Center Inc.","1995","Technology","Diversified Commercial Services"
"RTK","Rentech, Inc.","1991","Basic Industries","Agricultural Chemicals"
"RENT","Rentrak Corporation","1983","Consumer Services","Movies/Entertainment"
"RGEN","Repligen Corporation","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"RPRX","Repros Therapeutics Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"RPRXW","Repros Therapeutics Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"RPRXZ","Repros Therapeutics Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"RJET","Republic Airways Holdings, Inc.","2004","Transportation","Air Freight/Delivery Services"
"RBCAA","Republic Bancorp, Inc.","1998","Finance","Major Banks"
"FRBK","Republic First Bancorp, Inc.","n/a","Finance","Major Banks"
"REFR","Research Frontiers Incorporated","n/a","Miscellaneous","Multi-Sector Companies"
"REXI","Resource America, Inc.","n/a","Finance","Finance/Investors Services"
"RECN","Resources Connection, Inc.","2000","Miscellaneous","Business Services"
"RGDX","Response Genetics, Inc.","2007","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"MKTG","Responsys, Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"ROIC","Retail Opportunity Investments Corp.","n/a","Consumer Services","Real Estate Investment Trusts"
"ROICU","Retail Opportunity Investments Corp.","n/a","Consumer Services","Real Estate Investment Trusts"
"ROICW","Retail Opportunity Investments Corp.","n/a","Consumer Services","Real Estate Investment Trusts"
"SALE","RetailMeNot, Inc.","n/a","Consumer Services","Advertising"
"RVLT","Revolution Lighting Technologies, Inc.","n/a","Basic Industries","Telecommunications Equipment"
"REXX","Rex Energy Corporation","2007","Energy","Oil & Gas Production"
"RFIL","RF Industries, Ltd.","n/a","Capital Goods","Electrical Products"
"RFMD","RF Micro Devices, Inc.","1997","Technology","Semiconductors"
"RGCO","RGC Resources Inc.","n/a","Public Utilities","Oil & Gas Production"
"RELL","Richardson Electronics, Ltd.","1983","Consumer Non-Durables","Electronic Components"
"RICK","Rick&#39;s Cabaret International, Inc.","1995","Consumer Services","Restaurants"
"RIGL","Rigel Pharmaceuticals, Inc.","2000","Health Care","Major Pharmaceuticals"
"RNET","RigNet, Inc.","2010","Consumer Services","Telecommunications Equipment"
"RIMG","Rimage Corporation","1992","Technology","Computer peripheral equipment"
"RITT","RIT Technologies Ltd.","1997","Consumer Durables","Telecommunications Equipment"
"RIVR","River Valley Bancorp.","n/a","Finance","Savings Institutions"
"RVBD","Riverbed Technology, Inc.","2006","Technology","Computer Communications Equipment"
"RVSB","Riverview Bancorp Inc","n/a","Finance","Savings Institutions"
"RLJE","RLJ Entertainment, Inc.","n/a","Consumer Services","Movies/Entertainment"
"RMGN","RMG Networks Holding Corporation","n/a","Miscellaneous","Business Services"
"ROCM","Rochester Medical Corporation","1990","Health Care","Medical/Dental Instruments"
"RCKB","Rockville Financial, Inc.","n/a","Finance","Banks"
"RMTI","Rockwell Medical, Inc.","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"RCKY","Rocky Brands, Inc.","1993","Consumer Non-Durables","Shoe Manufacturing"
"RMCF","Rocky Mountain Chocolate Factory, Inc.","n/a","Consumer Non-Durables","Specialty Foods"
"RSTI","Rofin-Sinar Technologies, Inc.","1996","Energy","Industrial Machinery/Components"
"ROMA","Roma Financial Corporation","n/a","Finance","Savings Institutions"
"ROSG","Rosetta Genomics Ltd.","2007","Health Care","Major Pharmaceuticals"
"ROSE","Rosetta Resources Inc.","n/a","Energy","Oil & Gas Production"
"ROST","Ross Stores, Inc.","1985","Consumer Services","Clothing/Shoe/Accessory Stores"
"ROVI","Rovi Corporation","n/a","Consumer Services","Newspapers/Magazines"
"RBPAA","Royal Bancshares of Pennsylvania, Inc.","n/a","Finance","Major Banks"
"RGLD","Royal Gold, Inc.","n/a","Basic Industries","Precious Metals"
"ROYL","Royale Energy, Inc.","1970","Energy","Oil & Gas Production"
"FUND","Royce Focus Trust, Inc.","n/a","n/a","n/a"
"RPXC","RPX Corporation","n/a","Miscellaneous","Multi-Sector Companies"
"RRST","RRSat Global Communications Network Ltd.","2006","Consumer Services","Telecommunications Equipment"
"RTIX","RTI Surgical, Inc.","2000","Health Care","Industrial Specialties"
"RBCN","Rubicon Technology, Inc.","2007","Technology","Semiconductors"
"RTEC","Rudolph Technologies, Inc.","1995","Capital Goods","Industrial Machinery/Components"
"RUE","rue21, inc.","2009","Consumer Services","Clothing/Shoe/Accessory Stores"
"RUSHA","Rush Enterprises, Inc.","n/a","Consumer Durables","Automotive Aftermarket"
"RUSHB","Rush Enterprises, Inc.","n/a","Consumer Durables","Automotive Aftermarket"
"RUTH","Ruth&#39;s Hospitality Group, Inc.","2005","Consumer Services","Restaurants"
"RYAAY","Ryanair Holdings plc","1997","Transportation","Air Freight/Delivery Services"
"STBA","S&T Bancorp, Inc.","n/a","Finance","Major Banks"
"SANW","S&W Seed Company","n/a","Consumer Non-Durables","Farming/Seeds/Milling"
"SANWZ","S&W Seed Company","n/a","Consumer Non-Durables","Farming/Seeds/Milling"
"SYBT","S.Y. Bancorp, Inc.","n/a","Finance","Major Banks"
"SYBTP","S.Y. Bancorp, Inc.","n/a","Finance","Major Banks"
"SBRA","Sabra Healthcare REIT, Inc.","n/a","Consumer Services","Real Estate Investment Trusts"
"SBRAP","Sabra Healthcare REIT, Inc.","n/a","Consumer Services","Real Estate Investment Trusts"
"SAEX","SAExploration Holdings, Inc.","n/a","Finance","Business Services"
"SAFT","Safety Insurance Group, Inc.","1993","Finance","Property-Casualty Insurers"
"SGNT","Sagent Pharmaceuticals, Inc.","1999","Health Care","Major Pharmaceuticals"
"SAIA","Saia, Inc.","n/a","Transportation","Trucking Freight/Courier Services"
"SALM","Salem Communications Corporation","1992","Consumer Services","Broadcasting"
"SAL","Salisbury Bancorp, Inc.","n/a","Finance","Savings Institutions"
"SLXP","Salix Pharmaceuticals, Ltd.","n/a","Health Care","Major Pharmaceuticals"
"SAFM","Sanderson Farms, Inc.","1987","Consumer Non-Durables","Meat/Poultry/Fish"
"SNDK","SanDisk Corporation","1995","Technology","Electronic Components"
"SASR","Sandy Spring Bancorp, Inc.","n/a","Finance","Major Banks"
"SGMO","Sangamo BioSciences, Inc.","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"SANM","Sanmina Corporation","1993","Technology","Electrical Products"
"GCVRZ","Sanofi","n/a","Health Care","Major Pharmaceuticals"
"SNTS","Santarus, Inc.","2004","Health Care","Major Pharmaceuticals"
"SPNS","Sapiens International Corporation N.V.","1992","Technology","Computer Software: Prepackaged Software"
"SAPE","Sapient Corporation","1996","Technology","EDP Services"
"SRPT","Sarepta Therapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"SVNT","Savient Pharmaceuticals Inc","n/a","Consumer Durables","Specialty Chemicals"
"SBFG","SB Financial Group, Inc.","n/a","Finance","Major Banks"
"SBAC","SBA Communications Corporation","1999","Consumer Services","Telecommunications Equipment"
"SCSC","ScanSource, Inc.","n/a","Technology","Retail: Computer Software & Peripheral Equipment"
"SMIT","Schmitt Industries, Inc.","n/a","Capital Goods","Industrial Machinery/Components"
"SCHN","Schnitzer Steel Industries, Inc.","1993","Consumer Durables","Industrial Specialties"
"SCHL","Scholastic Corporation","1992","Consumer Services","Books"
"SCLN","SciClone Pharmaceuticals, Inc.","1992","Health Care","Major Pharmaceuticals"
"SGMS","Scientific Games Corp","n/a","Technology","EDP Services"
"SQI","SciQuest, Inc.","2010","Technology","Computer Software: Prepackaged Software"
"SEAC","SeaChange International, Inc.","1996","Technology","Radio And Television Broadcasting And Communications Equipment"
"SBCF","Seacoast Banking Corporation of Florida","n/a","Finance","Major Banks"
"STX","Seagate Technology.","1988","Technology","Electronic Components"
"SHIP","Seanergy Maritime Holdings Corp","n/a","Transportation","Marine Transportation"
"SHLD","Sears Holdings Corporation","n/a","Consumer Services","Department/Specialty Retail Stores"
"SHOS","Sears Hometown and Outlet Stores, Inc.","n/a","Consumer Services","Department/Specialty Retail Stores"
"SGEN","Seattle Genetics, Inc.","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"SNFCA","Security National Financial Corporation","n/a","Finance","Finance: Consumer Services"
"SEIC","SEI Investments Company","1981","Finance","Investment Bankers/Brokers/Service"
"SCSS","Select Comfort Corporation","1998","Consumer Durables","Home Furnishings"
"SLTC","Selectica, Inc.","1980","Technology","Computer Software: Prepackaged Software"
"SIGI","Selective Insurance Group, Inc.","n/a","Finance","Property-Casualty Insurers"
"LEDS","SemiLEDS Corporation","2010","Technology","Semiconductors"
"SMTC","Semtech Corporation","n/a","Technology","Semiconductors"
"SENEA","Seneca Foods Corp.","n/a","Consumer Non-Durables","Packaged Foods"
"SENEB","Seneca Foods Corp.","n/a","Consumer Non-Durables","Packaged Foods"
"SNMX","Senomyx, Inc.","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"SQNM","Sequenom, Inc.","2000","Capital Goods","Industrial Machinery/Components"
"SREV","ServiceSource International, Inc.","n/a","Miscellaneous","Business Services"
"SEV","Sevcon, Inc.","n/a","Energy","Industrial Machinery/Components"
"SVBI","Severn Bancorp Inc","n/a","Finance","Major Banks"
"SGOC","SGOCO Group, Ltd","2010","Technology","Radio And Television Broadcasting And Communications Equipment"
"GAME","Shanda Games Limited","n/a","Miscellaneous","Business Services"
"SMED","Sharps Compliance Corp","n/a","Basic Industries","Environmental Services"
"SHEN","Shenandoah Telecommunications Co","n/a","Public Utilities","Telecommunications Equipment"
"SHFL","SHFL Entertainment, Inc.","1992","Consumer Durables","Miscellaneous manufacturing industries"
"SHLO","Shiloh Industries, Inc.","1993","Capital Goods","Industrial Specialties"
"SHPG","Shire plc","n/a","Health Care","Major Pharmaceuticals"
"SCVL","Shoe Carnival, Inc.","1993","Consumer Services","Clothing/Shoe/Accessory Stores"
"SHBI","Shore Bancshares Inc","n/a","Finance","Major Banks"
"SHOR","ShoreTel, Inc.","1986","Public Utilities","Telecommunications Equipment"
"SFLY","Shutterfly, Inc.","2006","Miscellaneous","Other Consumer Services"
"SIFI","SI Financial Group, Inc.","n/a","Finance","Savings Institutions"
"SIEB","Siebert Financial Corp.","n/a","Finance","Investment Bankers/Brokers/Service"
"BSRR","Sierra Bancorp","n/a","Finance","Major Banks"
"SWIR","Sierra Wireless, Inc.","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"SIFY","Sify Technologies Limited","n/a","Technology","Computer Software: Programming, Data Processing"
"SIGA","SIGA Technologies Inc.","1994","Health Care","Major Pharmaceuticals"
"SIGM","Sigma Designs, Inc.","1986","Technology","Semiconductors"
"SIAL","Sigma-Aldrich Corporation","n/a","Consumer Durables","Specialty Chemicals"
"SGMA","SigmaTron International, Inc.","1972","Technology","Electrical Products"
"SBNY","Signature Bank","2004","Finance","Major Banks"
"SBNYW","Signature Bank","n/a","Finance","Major Banks"
"SLGN","Silgan Holdings, Inc.","1997","Consumer Durables","Containers/Packaging"
"SILC","Silicom Ltd","n/a","Technology","Computer Communications Equipment"
"SGI","Silicon Graphics International Corp","n/a","Technology","Computer Manufacturing"
"SIMG","Silicon Image, Inc.","1999","Capital Goods","Electrical Products"
"SLAB","Silicon Laboratories, Inc.","1996","Technology","Semiconductors"
"SIMO","Silicon Motion Technology Corporation","2005","Technology","Semiconductors"
"SPIL","Siliconware Precision Industries Company, Ltd.","n/a","Technology","Semiconductors"
"EAGLU","Silver Eagle Acquisition Corp.","n/a","Finance","Business Services"
"SSRI","Silver Standard Resources Inc.","n/a","Basic Industries","Precious Metals"
"SAMG","Silvercrest Asset Management Group Inc.","n/a","Finance","Investment Managers"
"SFNC","Simmons First National Corporation","n/a","Finance","Major Banks"
"SMPL","Simplicity Bancorp Inc.","1996","Finance","Savings Institutions"
"SLP","Simulations Plus, Inc.","1985","Technology","EDP Services"
"SINA","Sina Corporation","n/a","Technology","Computer Software: Prepackaged Software"
"SBGI","Sinclair Broadcast Group, Inc.","1995","Consumer Services","Broadcasting"
"SCOK","SinoCoking Coal and Coke Chemical Industries, Inc","n/a","Basic Industries","Steel/Iron Ore"
"SINO","Sino-Global Shipping America, Ltd.","n/a","Transportation","Oil Refining/Marketing"
"SVA","Sinovac Biotech, Ltd.","n/a","Health Care","Major Pharmaceuticals"
"SIRI","Sirius XM Radio Inc.","n/a","Consumer Services","Broadcasting"
"SIRO","Sirona Dental Systems, Inc.","n/a","Health Care","Medical/Dental Instruments"
"SKUL","Skullcandy, Inc.","n/a","Consumer Non-Durables","Consumer Electronics/Appliances"
"MOBI","Sky-mobi Limited","1998","Technology","Computer Software: Prepackaged Software"
"SPU","SkyPeople Fruit Juice, Inc.","n/a","Consumer Non-Durables","Packaged Foods"
"SKBI","Skystar Bio-Pharmaceutical Company","n/a","Health Care","Major Pharmaceuticals"
"SKYW","SkyWest, Inc.","1986","Transportation","Air Freight/Delivery Services"
"SWKS","Skyworks Solutions, Inc.","n/a","Technology","Semiconductors"
"ISM","SLM Corporation","n/a","Finance","Finance: Consumer Services"
"JSM","SLM Corporation","n/a","Finance","Finance: Consumer Services"
"OSM","SLM Corporation","n/a","Finance","Finance: Consumer Services"
"SLM","SLM Corporation","n/a","Finance","Finance: Consumer Services"
"SLMAP","SLM Corporation","n/a","Finance","Finance: Consumer Services"
"SLMBP","SLM Corporation","n/a","Finance","Finance: Consumer Services"
"SMT","SMART Technologies Inc.","1994","Technology","Computer peripheral equipment"
"SPRO","SmartPros Ltd.","n/a","Consumer Services","Other Consumer Services"
"SWHC","Smith & Wesson Holding Corporation","n/a","Capital Goods","Ordnance And Accessories"
"SMSI","Smith Micro Software, Inc.","1984","Technology","Computer Software: Prepackaged Software"
"SMTX","SMTC Corporation","2000","Technology","Electrical Products"
"LNCE","Snyder&#39;s-Lance, Inc.","n/a","Consumer Non-Durables","Specialty Foods"
"SODA","SodaStream International Ltd.","1987","Consumer Durables","Consumer Electronics/Appliances"
"SOHU","Sohu.com Inc.","n/a","Technology","EDP Services"
"SLRC","Solar Capital Ltd.","2010","n/a","n/a"
"SUNS","Solar Senior Capital Ltd.","1993","n/a","n/a"
"SCTY","SolarCity Corporation","n/a","Basic Industries","Engineering & Construction"
"SZYM","Solazyme, Inc.","n/a","Basic Industries","Major Chemicals"
"SLTM","Solta Medical, Inc","1983","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SONC","Sonic Corp.","1991","Consumer Services","Restaurants"
"SOFO","Sonic Foundry, Inc.","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"SONS","Sonus Networks, Inc.","n/a","Technology","EDP Services"
"SPHS","Sophiris Bio, Inc.","n/a","n/a","n/a"
"SORL","SORL Auto Parts, Inc.","n/a","Capital Goods","Auto Parts:O.E.M."
"SOHO","Sotherly Hotels Inc.","n/a","Consumer Services","Real Estate Investment Trusts"
"SFBC","Sound Financial Bancorp, Inc.","n/a","Finance","Savings Institutions"
"FIRE","Sourcefire, Inc.","2000","Technology","EDP Services"
"SOCB","Southcoast Financial Corporation","n/a","Finance","Major Banks"
"SFST","Southern First Bancshares, Inc.","n/a","Finance","Major Banks"
"SMBC","Southern Missouri Bancorp, Inc.","n/a","Finance","Banks"
"SONA","Southern National Bancorp of Virginia, Inc.","n/a","Finance","Major Banks"
"SBSI","Southside Bancshares, Inc.","n/a","Finance","Major Banks"
"OKSB","Southwest Bancorp, Inc.","1993","Finance","Major Banks"
"OKSBP","Southwest Bancorp, Inc.","n/a","Finance","Major Banks"
"SPBC","SP Bancorp, Inc.","2010","Finance","Savings Institutions"
"SPAN","Span-America Medical Systems, Inc.","1983","Health Care","Industrial Specialties"
"SBSA","Spanish Broadcasting System, Inc.","1999","Consumer Services","Broadcasting"
"SGRP","SPAR Group, Inc.","n/a","Miscellaneous","Business Services"
"SPAR","Spartan Motors, Inc.","n/a","Capital Goods","Auto Manufacturing"
"SPTN","Spartan Stores, Inc.","n/a","Consumer Non-Durables","Food Distributors"
"SPPI","Spectrum Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"SPEX","Spherix Incorporated","n/a","Health Care","Precision Instruments"
"SAVE","Spirit Airlines, Inc.","n/a","Transportation","Air Freight/Delivery Services"
"SPLK","Splunk Inc.","1981","Technology","Computer Software: Prepackaged Software"
"SPCHA","Sport Chalet, Inc.","n/a","Consumer Services","Other Specialty Stores"
"SPCHB","Sport Chalet, Inc.","n/a","Consumer Services","Other Specialty Stores"
"SPRD","Spreadtrum Communications, Inc.","2007","Technology","Semiconductors"
"SFM","Sprouts Farmers Market, Inc.","n/a","Consumer Services","Food Chains"
"SPSC","SPS Commerce, Inc.","2010","Technology","Computer Software: Prepackaged Software"
"SSNC","SS&C Technologies Holdings, Inc.","1996","Technology","Computer Software: Prepackaged Software"
"STAA","STAAR Surgical Company","1983","Health Care","Ophthalmic Goods"
"STMP","Stamps.com Inc.","1999","Consumer Services","Catalog/Specialty Distribution"
"STND","Standard Financial Corp.","2010","Finance","Major Banks"
"STAN","Standard Parking Corporation","1992","Consumer Services","Rental/Leasing Companies"
"STLY","Stanley Furniture Company, Inc.","n/a","Consumer Durables","Home Furnishings"
"SPLS","Staples, Inc.","1989","Consumer Services","Other Specialty Stores"
"SBLK","Star Bulk Carriers Corp.","n/a","Transportation","Marine Transportation"
"STSI","Star Scientific, Inc.","n/a","Consumer Durables","Specialty Chemicals"
"SBUX","Starbucks Corporation","1992","Consumer Services","Restaurants"
"STRZA","Starz","n/a","Consumer Services","Television Services"
"STRZB","Starz","n/a","Consumer Services","Television Services"
"STFC","State Auto Financial Corporation","1991","Finance","Property-Casualty Insurers"
"STBZ","State Bank Financial Corporation.","n/a","Finance","Major Banks"
"SIBC","State Investors Bancorp, Inc.","n/a","Finance","Savings Institutions"
"GASS","StealthGas, Inc.","2005","Transportation","Marine Transportation"
"STEC","STEC, Inc.","2000","Technology","Electronic Components"
"STLD","Steel Dynamics, Inc.","1996","Basic Industries","Steel/Iron Ore"
"SMRT","Stein Mart, Inc.","1992","Consumer Services","Clothing/Shoe/Accessory Stores"
"STNR","Steiner Leisure Limited","1996","Consumer Services","Other Consumer Services"
"STEL","StellarOne Corporation","n/a","Finance","Major Banks"
"STEM","StemCells, Inc.","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"STML","Stemline Therapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"STXS","Stereotaxis, Inc.","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SRCL","Stericycle, Inc.","1996","Basic Industries","Environmental Services"
"STRL","Sterling Construction Company Inc","1986","Basic Industries","Military/Government/Technical"
"STSA","Sterling Financial Corporation","n/a","Finance","Banks"
"SHOO","Steven Madden, Ltd.","1993","Consumer Non-Durables","Shoe Manufacturing"
"SSFN","Stewardship Financial Corp","n/a","Finance","Major Banks"
"STEI","Stewart Enterprises, Inc.","1991","Consumer Services","Other Consumer Services"
"STCK","Stock Building Supply Holdings, Inc.","n/a","Consumer Services","RETAIL: Building Materials"
"SSYS","Stratasys, Ltd.","1994","Technology","Computer peripheral equipment"
"STRT","Strattec Security Corporation","n/a","Capital Goods","Auto Parts:O.E.M."
"STRS","Stratus Properties, Inc.","n/a","Consumer Services","Homebuilding"
"STRA","Strayer Education, Inc.","1996","Consumer Services","Other Consumer Services"
"STRM","Streamline Health Solutions, Inc.","1992","Technology","EDP Services"
"STB","Student Transportation Inc","n/a","Transportation","Other Transportation"
"SCMP","Sucampo Pharmaceuticals, Inc.","2007","Health Care","Major Pharmaceuticals"
"SUBK","Suffolk Bancorp","n/a","Finance","Major Banks"
"SUMR","Summer Infant, Inc.","n/a","Consumer Durables","Miscellaneous manufacturing industries"
"SMMF","Summit Financial Group, Inc.","n/a","Finance","Major Banks"
"SSBI","Summit State Bank","2006","n/a","n/a"
"SNBC","Sun Bancorp, Inc.","n/a","Finance","Commercial Banks"
"SNHY","Sun Hydraulics Corporation","1997","Capital Goods","Metal Fabrications"
"SNSS","Sunesis Pharmaceuticals, Inc.","2005","Health Care","Major Pharmaceuticals"
"STKL","SunOpta, Inc.","1981","Consumer Services","Farming/Seeds/Milling"
"SPWR","SunPower Corporation","2005","Technology","Semiconductors"
"SSH","Sunshine Heart Inc","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SMCI","Super Micro Computer, Inc.","1996","Technology","Computer Manufacturing"
"SCON","Superconductor Technologies Inc.","1993","Technology","Radio And Television Broadcasting And Communications Equipment"
"SGC","Superior Uniform Group, Inc.","n/a","Consumer Non-Durables","Apparel"
"SUPN","Supernus Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"SPPR","Supertel Hospitality, Inc.","1994","Consumer Services","Real Estate Investment Trusts"
"SPPRO","Supertel Hospitality, Inc.","n/a","Consumer Services","Real Estate Investment Trusts"
"SPPRP","Supertel Hospitality, Inc.","n/a","Consumer Services","Real Estate Investment Trusts"
"SUPX","Supertex, Inc.","1983","Technology","Semiconductors"
"SPRT","support.com, Inc.","2000","Technology","EDP Services"
"SRDX","SurModics, Inc.","1998","Health Care","Medical/Dental Instruments"
"SUSQ","Susquehanna Bancshares, Inc.","n/a","Finance","Major Banks"
"SBBX","Sussex Bancorp","n/a","Finance","Major Banks"
"SUTR","Sutor Technology Group Limited","n/a","Capital Goods","Steel/Iron Ore"
"STRN","Sutron Corporation","n/a","Capital Goods","Industrial Machinery/Components"
"SIVB","SVB Financial Group","n/a","Finance","Major Banks"
"SIVBO","SVB Financial Group","n/a","Finance","Major Banks"
"SWSH","Swisher Hygiene, Inc.","n/a","Finance","Diversified Commercial Services"
"SYKE","Sykes Enterprises, Incorporated","1996","Technology","EDP Services"
"SYMC","Symantec Corporation","1989","Technology","Computer Software: Prepackaged Software"
"SYMM","Symmetricom, Inc.","n/a","Public Utilities","Telecommunications Equipment"
"SYNC","Synacor, Inc.","1996","Technology","Computer Software: Programming, Data Processing"
"GEVA","Synageva BioPharma Corp.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"SYNL","Synalloy Corporation","1990","Basic Industries","Steel/Iron Ore"
"SYNA","Synaptics Incorporated","2002","Technology","EDP Services"
"SNCR","Synchronoss Technologies, Inc.","2006","Technology","EDP Services"
"SURG","Synergetics USA, Inc.","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SGYP","Synergy Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"SGYPU","Synergy Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"SGYPW","Synergy Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"ELOS","Syneron Medical Ltd.","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SNPS","Synopsys, Inc.","1992","Technology","Computer Software: Prepackaged Software"
"SNTA","Synta Pharmaceuticals Corp.","2007","Health Care","Major Pharmaceuticals"
"SYNT","Syntel, Inc.","1986","Technology","EDP Services"
"SYMX","Synthesis Energy Systems, Inc.","1991","Basic Industries","Major Chemicals"
"SYNM","Syntroleum Corporation","n/a","Energy","Oil & Gas Production"
"SYUT","Synutra International, Inc.","n/a","Consumer Non-Durables","Packaged Foods"
"SYPR","Sypris Solutions, Inc.","n/a","Capital Goods","Industrial Machinery/Components"
"TROW","T. Rowe Price Group, Inc.","1986","Finance","Investment Bankers/Brokers/Service"
"TAIT","Taitron Components Incorporated","1995","Consumer Non-Durables","Electronic Components"
"TTWO","Take-Two Interactive Software, Inc.","1997","Technology","Computer Software: Prepackaged Software"
"TBAC","Tandy Brands Accessories, Inc.","n/a","Consumer Non-Durables","Apparel"
"TLF","Tandy Leather Factory, Inc.","n/a","Consumer Non-Durables","Apparel"
"TNGO","Tangoe, Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"TRGT","Targacept, Inc.","2006","Health Care","Major Pharmaceuticals"
"TASR","TASER International, Inc.","n/a","Capital Goods","Ordnance And Accessories"
"TATT","TAT Technologies Ltd.","n/a","Capital Goods","Aerospace"
"TAYC","Taylor Capital Group, Inc.","2002","Finance","Major Banks"
"TAYCO","Taylor Capital Group, Inc.","n/a","Finance","Major Banks"
"TAYCP","Taylor Capital Group, Inc.","n/a","Finance","Major Banks"
"TAYD","Taylor Devices, Inc.","n/a","Capital Goods","Industrial Machinery/Components"
"TCPC","TCP Capital Corp.","n/a","n/a","n/a"
"TEAR","TearLab Corporation","n/a","Health Care","Medical/Dental Instruments"
"TECD","Tech Data Corporation","1986","Technology","Retail: Computer Software & Peripheral Equipment"
"TECH","Techne Corporation","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"TCCO","Technical Communications Corporation","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"TTGT","TechTarget, Inc.","2007","Miscellaneous","Business Services"
"TECUA","Tecumseh Products Company","n/a","Capital Goods","Industrial Machinery/Components"
"TECUB","Tecumseh Products Company","n/a","Capital Goods","Industrial Machinery/Components"
"TKMR","Tekmira Pharmaceuticals Corp","n/a","Health Care","Major Pharmaceuticals"
"TSYS","TeleCommunication Systems, Inc.","2000","Technology","Computer Software: Prepackaged Software"
"TNAV","TeleNav, Inc.","2010","Capital Goods","Industrial Machinery/Components"
"TTEC","TeleTech Holdings, Inc.","1996","Technology","Professional Services"
"TELK","Telik, Inc.","2000","Health Care","Major Pharmaceuticals"
"TLAB","Tellabs, Inc.","1980","Public Utilities","Telecommunications Equipment"
"TBNK","Territorial Bancorp Inc.","2009","Finance","Savings Institutions"
"TSRO","TESARO, Inc.","n/a","Health Care","Major Pharmaceuticals"
"TESO","Tesco Corporation","n/a","Energy","Metal Fabrications"
"TSLA","Tesla Motors, Inc.","2010","Capital Goods","Auto Manufacturing"
"TESS","TESSCO Technologies Incorporated","1994","Consumer Non-Durables","Electronic Components"
"TSRA","Tessera Technologies, Inc.","2003","Technology","Semiconductors"
"TTEK","Tetra Tech, Inc.","1991","Consumer Services","Military/Government/Technical"
"TTPH","Tetraphase Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"TCBI","Texas Capital Bancshares, Inc.","2003","Finance","Major Banks"
"TCBIL","Texas Capital Bancshares, Inc.","n/a","Finance","Major Banks"
